sample_index,publication_id,reference_id,reference_order,source_doi,hidden_doi,parser,parsed_title,parsed_journal,parsed_year,parsed_authors,query_mode,query,trdizin_title_status,trdizin_id,target_doi,target_crossref_status,target_crossref_doi,target_title,target_year,target_journal,target_journal_code,target_doc_type,confidence,title_similarity,title_coverage,title_token_count,year_match,journal_similarity,author_coverage,self_match,context
1152,1339083,24959316,27,,,vancouver,Plasma melatonin levels in psoriasis,Acta Derm Venereol,1988,"Mozzanica N, Tadini G, Radaelli A, Negri M, Pigatto P, Morelli M, Frigerio U, Finzi A, Esposti G, Rossi D",title_full,Plasma melatonin levels in psoriasis,no_match,1339083,10.29228/jrp.793,not_checked,,Phosholipidtrafficking between serum-HDL-erythrocyte in various conditions associated with circadian disturbances,2024,Journal of research in pharmacy (online),2309,PAPER,0.1451,0.255,0.0,4,False,0.1786,0.0,True,"[27] Mozzanica N, Tadini G, Radaelli A, Negri M, Pigatto P, Morelli M, Frigerio U, Finzi A, Esposti G, Rossi D. Plasma melatonin levels in psoriasis. Acta Derm Venereol. 1988;68(4):312-316."
1165,1294734,23190919,101,,,quoted,İslam Hukuk Metodolojisinde Zerâyi,Uygulaması,2006,"Şahin, Osman",title_salient,İslam Hukuk Metodolojisinde Zer,no_match,1238922,10.33931/dergiabant.1426702,not_checked,,İslâmHukuk Metodolojisinde Hâs Lafız ve Füru‘-u Fıkha Tesiri,2024,Dergiabant,1183,PAPER,0.5665,0.7317,0.75,4,False,0.3,0.0,False,"Şahin, Osman. “İslam Hukuk Metodolojisinde Zerâyi’ ve Uygulaması.” İslâm Hukuku Araştırmaları Dergisi 7 (2006): 209-43."
1169,1333707,23972195,11,,,vancouver,"Medication errors with the use of allopurinol and colchicine: a retrospective study of a national, anonymous Internetaccessible error reporting system",The Journal of Rheumatology,2006,"Mikuls TR, Curtis JR, Allison JJ, Hicks RW, Saag KG",,,no_match,,,,,,,,,,,,,,,,,,"11. Mikuls TR, Curtis JR, Allison JJ, Hicks RW, Saag KG. Medication errors with the use of allopurinol and colchicine: a retrospective study of a national, anonymous Internet- accessible error reporting system. The Journal of Rheumatology 2006; 33: 562-566."
1207,1247089,22942537,32,,,apa,Tarım ilaçları kullanımı ve riskleri,Erciyes Üniversitesi Fen Bilimleri Enstitüsü Fen Bilimleri Dergisi,2010,"Tiryaki, O., Canhilal, R., & Horuz, S",title_full,Tarım ilaçları kullanımı ve riskleri,no_match,1208229,10.7161/omuanajas.1103344,not_checked,,FındıkÜretim Alanlarında Bitki Koruma İlaçlarını Uygulayan Operatörlerin Risk Algı Düzeylerinin Saptanması,2023,Anadolu Tarım Bilimleri Dergisi,584,PAPER,0.298,0.4085,0.25,4,False,0.4368,0.0,False,"Tiryaki, O., Canhilal, R., & Horuz, S. (2010). Tarım ilaçları kullanımı ve riskleri. Erciyes Üniversitesi Fen Bilimleri Enstitüsü Fen Bilimleri Dergisi, 26(2), 154-169."
1242,1331702,23886868,26,,,apa,Perancangan Sistem Pendukung Keputusan Pemilihan Kepala Sekolah Terbaik Tingkat Kabupaten Labuahan Batu Utara Menggunakan Metode Analytic Hierarchy Process (Ahp)(Studi Kasus Dinas Pendidikan Aek Natas),Informasi dan Teknologi Ilmiah (INTI,2019,"Romadona, D",,,no_match,,,,,,,,,,,,,,,,,,"Romadona, D. (2019). Perancangan Sistem Pendukung Keputusan Pemilihan Kepala Sekolah Terbaik Tingkat Kabupaten Labuahan Batu Utara Menggunakan Metode Analytic Hierarchy Process (Ahp)(Studi Kasus Dinas Pendidikan Aek Natas). Informasi dan Teknologi Ilmiah (INTI), 7(1), 29-31."
1257,1233417,19420851,3,,,apa,Examining the academic and professional future concerns of students attending secondary education institutions,"İstanbul Sabahattin Zaim Üniversitesi, Sosyal Bilimler Enstitüsü",2013,"Aydın, O., & Çiftel, N",,,no_match,,,,,,,,,,,,,,,,,,"Aydın, O., & Çiftel, N. (2013). Examining the academic and professional future concerns of students attending secondary education institutions. İstanbul Sabahattin Zaim Üniversitesi, Sosyal Bilimler Enstitüsü, 2(3), 129-166."
1293,1218584,18717166,48,,,apa,North Arakan: An open prison for the rohingya in burma,Forced Migration Review,2009,"Lewa, C",,,no_match,,,,,,,,,,,,,,,,,,"Lewa, C. (2009). North Arakan: An open prison for the rohingya in burma. Forced Migration Review, 32, 11-13. 29 Eylül 2023 tarihinde https://www.proquest.com/scholarly-journals/north-arakan-open-prison-rohingya-burma/docview/236516719/se-2 adresinden edinilmiştir."
1299,1266556,20808851,16,,,apa,"Türkiye üniversitelerinde coğrafya eğitimi, amaç, yeni hedefler, sorunlar ve öneriler",Ege Coğrafya Dergisi,2000,"Kayan, İ",,,no_match,,,,,,,,,,,,,,,,,,"Kayan, İ. (2000). Türkiye üniversitelerinde coğrafya eğitimi, amaç, yeni hedefler, sorunlar ve öneriler. Ege Coğrafya Dergisi, 11, 7-22."
1308,1278587,21462920,35,,,apa,Innovations in weed control in sunflower (In Spanish),The 2nd Sunflower Congress in Argentina,2003,Zollinger R,,,no_match,,,,,,,,,,,,,,,,,,"Zollinger R (2003) Innovations in weed control in sunflower (In Spanish). The 2nd Sunflower Congress in Argentina, 12-13 August 2003, Buenos Aires, 20-28."
1313,1336472,24080781,20,,,quoted,Dostluktan Çatışmaya Osmanlı Dönemi Türk-İngiliz İlişkileri.,Journal of Anglo-Turkish Relations,2020,"Karaca, Taha Niyazi",,,no_match,,,,,,,,,,,,,,,,,,"Karaca, Taha Niyazi. “Dostluktan Çatışmaya Osmanlı Dönemi Türk-İngiliz İlişkileri.” Journal of Anglo-Turkish Relations, vol. 1, no. 1, 2020, pp. 11-32."
1328,1354571,24786705,33,,,apa,Banka Çalışanlarının İşten Ayrılma Niyetleri Üzerinde Etkili Olan Faktörlere Yönelik Bir Araştırma: Muğla İli Örneği,Mehmet Akif Ersoy Üniversitesi Vizyoner Dergisi,2015,"(33) Taslak, S",,,no_match,,,,,,,,,,,,,,,,,,"(33) Taslak, S. (2015). Banka Çalışanlarının İşten Ayrılma Niyetleri Üzerinde Etkili Olan Faktörlere Yönelik Bir Araştırma: Muğla İli Örneği. Mehmet Akif Ersoy Üniversitesi Vizyoner Dergisi, 7(12), 145-160."
1334,1192697,17744943,15,,,apa,İnsan Kaynakları Yönetiminde Eğitim ve Geliştirmenin Önemi,Journal of Azerbaijani,2007,"Muradova, T",title_full,İnsan Kaynakları Yönetiminde Eğitim ve Geliştirmenin Önemi,no_match,197978,,no_doi,,İNSANKAYNAKLARI YÖNETİMİ'NDE EĞİTİM VE GELİŞTİRME UYGULAMALARI: OTEL İŞLETMESİNDE BİR ÖRNEK OLAY İNCELEMESİ,2015,ULUSLARARASI HAKEMLİ AKADEMİK VE BEŞERİ BİLİMLER DERGİSİ,1025,PAPER,0.53,0.6986,0.6667,6,False,0.2857,0.0,False,"Muradova, T. (2007). İnsan Kaynakları Yönetiminde Eğitim ve Geliştirmenin Önemi. Journal of Azerbaijani, 10 (3-4), 75-84."
1369,1287713,21840307,41,,,apa,Time management in architectural practice,Journal of Environmental Sciences and Resources Management,2015,"Onunze, C",title_full,Time management in architectural practice,no_match,1259860,10.47818/drarch.2024.v5i2127,not_checked,,"Aninsight into architectural design studio education space from a ""time"" perspective",2024,Journal of Design for Resilience in Architecture and Planning,2928,PAPER,0.391,0.4771,0.5,4,False,0.4706,0.0,False,"Onunze, C. N. (2015). Time management in architectural practice. Journal of Environmental Sciences and Resources Management, 7(1), 75-84. https://www.cenresinjournals.com/wp-content/uploads/2020/02/Page-75-84-0395.pdf"
1399,1198100,17795998,21,,,apa,"Productivity Growth, Technical Progress, and Efficiency Change in Industrialized Countries. The American Economic Review, Vol. 84, No",1,1994,"Färe, R., Grosskopf, S., Norris, M",,,no_match,,,,,,,,,,,,,,,,,,"Färe, R., Grosskopf, S., Norris, M. ve Zhang, Z. (1994). Productivity Growth, Technical Progress, and Efficiency Change in Industrialized Countries. The American Economic Review, Vol. 84, No. 1, 66–83."
1422,1338248,24146673,51,,,apa,A new approach to Q-matrix construction for cognitive diagnostic models: Combining expert knowledge with statistical methods,Psychometrika,2023,"Wang, L., Li, Y., & Zhang, J",,,no_match,,,,,,,,,,,,,,,,,,"Wang, L., Li, Y., & Zhang, J. (2023). A new approach to Q-matrix construction for cognitive diagnostic models: Combining expert knowledge with statistical methods. Psychometrika, 88(1), 123–145."
1423,1369000,25394101,3,,,apa,Kent halkının kentsel yaşam memnuniyeti üzerinde etkili sosyo-demografik özelliklerinin belirlenmesi üzerine bir araştırma: Kemaliye örneği”,İnönü Üniversitesi Sanat ve Tasarım Dergisi,2014,"Atik, A., Taçoral E., & Altunkasa, M",,,no_match,,,,,,,,,,,,,,,,,,"Atik, A., Taçoral E., & Altunkasa, M. F. (2014). Kent halkının kentsel yaşam memnuniyeti üzerinde etkili sosyo-demografik özelliklerinin belirlenmesi üzerine bir araştırma: Kemaliye örneği”. İnönü Üniversitesi Sanat ve Tasarım Dergisi, 4(9), 21–33."
1433,1256191,20686078,6,,,apa,Öğrencilerin matematik korkusunun incelenmesi,Turkish Journal of Educational Studies,2020,"Başar, M",title_full_year,Öğrencilerin matematik korkusunun incelenmesi,no_match,397799,10.7822/omuefd.586755,not_checked,,MatematikTemelli Çeşitli Teknoloji Uygulamalarının Lise Öğrencilerinin Katı Cisim ve Boyut Konularındaki Algılarına Etkisinin İncelenmesi,2020,Ondokuz Mayıs Üniversitesi Eğitim Fakültesi Dergisi,399,PAPER,0.5229,0.3736,0.75,4,True,0.3371,0.0,False,"Başar, M. & Doğan, M. C. (2020). Öğrencilerin matematik korkusunun incelenmesi. Turkish Journal of Educational Studies, 7(3), 1-26. Bekdemir, M. (2009). Meslek yüksekokulu öğrencilerinin matematik kaygı düzeylerinin ve başarılarının değerlendirilmesi. Erzincan Üniversitesi Fen Bilimleri Enstitüsü Dergisi, 2(2), 169-189."
1464,1256201,20686811,19,,,apa,"An investigation on the relationship between perfectionism beliefs, self-efficacy, and test anxiety with self-handicapping behaviors",International Journal of Behavioral Sciences,2016,"Firoozi, M., Zadebagheri, G., Kazemi, A., & Karami, M",,,no_match,,,,,,,,,,,,,,,,,,"Firoozi, M., Zadebagheri, G., Kazemi, A., & Karami, M. (2016). An investigation on the relationship between perfectionism beliefs, self-efficacy, and test anxiety with self-handicapping behaviors. International Journal of Behavioral Sciences, 10(2), 45-49."
1527,1367147,25326803,30,,,vancouver,İzmir ilinde emlak fiyatlarına etki eden faktörler-hedonik yaklaşım,Dokuz Eylül Üniversitesi İktisadi İdari Bilimler Fakültesi Dergisi,2001,Üçdoğruk Ş,,,no_match,,,,,,,,,,,,,,,,,,Üçdoğruk Ş. İzmir ilinde emlak fiyatlarına etki eden faktörler-hedonik yaklaşım. Dokuz Eylül Üniversitesi İktisadi İdari Bilimler Fakültesi Dergisi 2001; 16(2): 149-161.
1555,1328405,23735902,77,,,apa,Sosyal bilimlerde nitel araştırma yöntemleri,Eğitimde Kuram ve Uygulama,2006,"Zehir Topkaya, E",title_full,Sosyal bilimlerde nitel araştırma yöntemleri,no_match,1399088,10.15869/itobiad.1732414,not_checked,,SosyalBilimlerde Yapay Zekâ Literatürünün Haritalanması: Kavramsal ve Tematik Eğilimlere Yönelik Bibliyometrik Bir Analiz (2015–2025),2026,İnsan ve Toplum Bilimleri Araştırmaları Dergisi,1035,PAPER,0.3186,0.4103,0.4,5,False,0.2466,0.0,False,"Zehir Topkaya, E. (2006). Sosyal bilimlerde nitel araştırma yöntemleri. Eğitimde Kuram ve Uygulama, 2(2), 113- 118."
1571,1343368,24344613,6,,,apa,Using animal manure to grow lettuce (Lactuca sativa L.) in a Homemade Hydroponics System. KKU Res,J,2014,"Charoenpakdee, S",,,no_match,,,,,,,,,,,,,,,,,,"Charoenpakdee, S. (2014). Using animal manure to grow lettuce (Lactuca sativa L.) in a Homemade Hydroponics System. KKU Res. J, 19, 256-261."
1609,1211463,19124675,11,,,vancouver,The relationship between codependency and divorce,Social Welfare Quarterly,2016,"Danaeifar M, Azadchehr MJ, Moghani-Bashi Mansourieh A",title_full,The relationship between codependency and divorce,no_match,1312491,10.51982/bagimli.1491201,not_checked,,TheRelationship between Addiction Severity and Co-Addiction Level in Individuals with Substance Use Disorder,2025,Bağımlılık Dergisi,16,PAPER,0.3973,0.518,0.5,4,False,0.2564,0.0,False,"Danaeifar M, Azadchehr MJ, Moghani-Bashi Mansourieh A. The relationship between codependency and divorce. Social Welfare Quarterly 2016; 16(61): 87–105."
1633,1336609,24085890,73,,,apa,"A review of Acceptance and Commitment Therapy (ACT) empirical evidence: Correlational, experimental psychopathology, component, and outcome studies",Int J Psychol Psychol Ther,2010,"Ruiz, F",,,no_match,,,,,,,,,,,,,,,,,,"Ruiz, F. J. (2010). A review of Acceptance and Commitment Therapy (ACT) empirical evidence: Correlational, experimental psychopathology, component, and outcome studies. Int J Psychol Psychol Ther, 10(1), 125–162."
1658,1246572,20297786,13,,,vancouver,Hypoxia and inflammation are risk factors for acute myocardial injury in patients with coronavirus disease 2019,Beijing Da Xue Xue Bao Yi Xue Ban,2020,"Yang LC, Zhang RT, Guo LJ, Xiao H, Zu LY, Zhang YY",,,no_match,,,,,,,,,,,,,,,,,,"13. Yang LC, Zhang RT, Guo LJ, Xiao H, Zu LY, Zhang YY, et al. Hypoxia and inflammation are risk factors for acute myocardial injury in patients with coronavirus disease 2019. Beijing Da Xue Xue Bao Yi Xue Ban. 2020;53(1):159-66. Chinese."
1660,1212011,18477939,19,,,apa,"Vorläufiger Bericht über die archäozoologischen Untersuchungen am Göbekli Tepe und am Gürcütepe bei Urfa, Türkei",Istanbuler Mitteilungen,1999,"Driesch, A., & Peters, J",,,no_match,,,,,,,,,,,,,,,,,,"[19] Driesch, A., & Peters, J. (1999). Vorläufiger Bericht über die archäozoologischen Untersuchungen am Göbekli Tepe und am Gürcütepe bei Urfa, Türkei. Istanbuler Mitteilungen, 49, 23-39."
1672,1279129,21361960,1,,,apa,"Assessment of genetic variability for three coriander (Coriandrum sativum L.) cultivars grown in Egypt, using morphological characters, essential oil composition and ISSR markers. World Appl. Sci. J",25,2013,"Abou El-Nasr THS, Ibrahim MM, Aboud KA, El-Enany MA",,,no_match,,,,,,,,,,,,,,,,,,"Abou El-Nasr THS, Ibrahim MM, Aboud KA, El-Enany MA (2013) Assessment of genetic variability for three coriander (Coriandrum sativum L.) cultivars grown in Egypt, using morphological characters, essential oil composition and ISSR markers. World Appl. Sci. J. 25, 839–849."
1689,1335543,24043850,18,,,apa,Milli Mücadelenin Sözcülerinden: Anadolu'da Yenigün,Ankara Üniversitesi SBF Dergisi,1981,"Kocabaşoğlu, U",,,no_match,,,,,,,,,,,,,,,,,,"Kocabaşoğlu, U. (1981). Milli Mücadelenin Sözcülerinden: Anadolu'da Yenigün. Ankara Üniversitesi SBF Dergisi, 36(1), 179-202."
1705,1283810,21631899,35,,,apa,İlköğretimde işlenen ekoloji konusunun 10. sınıf öğrencilerin ekosistem ekolojisi konusundaki hazırbulunuşluk düzeyleri üzerindeki etkisinin saptanmasında kelime ilişkilendirmenin kullanılması,Eğitim ve öğretim araştırmaları dergisi,2013,"Güneş, H., & Gözüm, A",,,no_match,,,,,,,,,,,,,,,,,,"Güneş, H., & Gözüm, A. İ. C. (2013). İlköğretimde işlenen ekoloji konusunun 10. sınıf öğrencilerin ekosistem ekolojisi konusundaki hazırbulunuşluk düzeyleri üzerindeki etkisinin saptanmasında kelime ilişkilendirmenin kullanılması. Eğitim ve öğretim araştırmaları dergisi, 2(3), 252-264."
1709,1281540,21500503,34,,,apa,Türkiye’de kırsal turizm destinasyonlarının rekabetçi gücünün geliştirilmesi için stratejik öneriler,Balkan Sosyal Bilimler Dergisi,2016,"Karamehmet, B., Aydın, G",,,no_match,,,,,,,,,,,,,,,,,,"Karamehmet, B., Aydın, G. ve Özgöker, C. U. (2016). Türkiye’de kırsal turizm destinasyonlarının rekabetçi gücünün geliştirilmesi için stratejik öneriler. Balkan Sosyal Bilimler Dergisi, 5(10), 106-116."
1756,1232828,19542398,35,,,apa,Capital structure and its impact on profit ability: A study of listed manufacturing companies in SRI Lanka,"Ekonomika, Journal for Economic Theory and Practice and Social Issues",2010,"Namalathasan, B",,,no_match,,,,,,,,,,,,,,,,,,"Namalathasan, B. (2010). Capital structure and its impact on profit ability: A study of listed manufacturing companies in SRI Lanka. Ekonomika, Journal for Economic Theory and Practice and Social Issues, 56(4), 83-92."
1775,1270798,21075237,11,,,apa,Mind maps as a means of visualization of educational tasks,Revista Inclusiones,2021,"Blakh, V., Yurina, Y., Sagan, O., & Liba, O",,,no_match,,,,,,,,,,,,,,,,,,"Blakh, V., Yurina, Y., Sagan, O., & Liba, O. (2021). Mind maps as a means of visualization of educational tasks. Revista Inclusiones, 8(1), 106-114."
1800,1228966,21593838,6,,,apa,Teknolojinin istihdam üzerine etkisi: VAR analizi,Süleyman Demirel Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,2021,"Bayar, H",title_full_year,Teknolojinin istihdam üzerine etkisi VAR analizi,no_match,489664,,no_doi,,ÇalışanlarRobotlar Yüzünden İşsiz mi Kalacak? Teknoloji ve İstihdam Üzerine Bir Meta-Analiz Çalışması,2021,Sosyoekonomi,690,PAPER,0.4922,0.5191,0.3333,5,True,0.1282,0.0,False,"Bayar, H. T., & Öztürk, M. (2021). Teknolojinin istihdam üzerine etkisi: VAR analizi. Süleyman Demirel Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi, 26(2), 119-127."
1801,1243634,19814858,3,,,apa,Yabancılara Türkçe öğretimi alanında yayınlanan makaleler üzerine bir analiz çalışması,Pamukkale Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2017,"Biçer, N",title_full_year,Yabancılara Türkçe öğretimi alanında yayınlanan makaleler üzerine bir analiz çalışması,strong,279448,,no_doi,,YABANCILARATÜRKÇE ÖĞRETİMİ ALANINDA YAYINLANAN MAKALELER ÜZERİNE BİR ANALİZ ÇALIŞMASI,2017,Pamukkale Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,876,PAPER,1.0,1.0,1.0,8,True,1.0,1.0,False,"Biçer, N. (2017). Yabancılara Türkçe öğretimi alanında yayınlanan makaleler üzerine bir analiz çalışması. Pamukkale Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 27, 237- 245."
1814,1208585,18329716,82,,,apa,Her Şey Dâhil Sistemi Ve Sistemin Türk Turizm Sektörüne Etkileri. TC Turizm Bakanlığı II,"Turizm Şurası Bildirileri, Ankara",2002,"Yürik, E",,,no_match,,,,,,,,,,,,,,,,,,"Yürik, E. Ö. (2002). Her Şey Dâhil Sistemi Ve Sistemin Türk Turizm Sektörüne Etkileri. TC Turizm Bakanlığı II. Turizm Şurası Bildirileri, Ankara, 291-295,"
1848,1331202,23862737,18,,,vancouver,Statistics corner: A guide to appropriate use of correlation coefficient in medical research,Malawi Med J,2012,Mukaka MM,,,no_match,,,,,,,,,,,,,,,,,,18. Mukaka MM. Statistics corner: A guide to appropriate use of correlation coefficient in medical research. Malawi Med J. 2012;24(3):69-71.
1857,1285841,21766711,34,,,quoted,Kültürel Mirasın Korunması ve Ülke Kalkınmasındaki Önemi,Türk Kültürü,2005,"Palaz Erdemir, Hatice ve Erdemir, Halil",,,no_match,,,,,,,,,,,,,,,,,,"Palaz Erdemir, Hatice ve Erdemir, Halil, “Kültürel Mirasın Korunması ve Ülke Kalkınmasındaki Önemi”, Türk Kültürü, XLIII/505-506 (2005): 129-144."
1864,1215162,19055454,18,,,apa,Öğretmen yetiştirme ve mesleki gelişimde eylem araştırması,Uluslararası Sosyal Bilimler Dergisi,2009,"Kuzu, A",title_full,Öğretmen yetiştirme ve mesleki gelişimde eylem araştırması,no_match,280652,,no_doi,,CONTRIBUTIONTO THE PEDAGOGICAL COMPETENCES OF SOCIAL STUDIES TEACHER CANDIDATES 'RELEVANCE RELATED TO SCIENTIFIC LITERACY,2017,Uluslararası Avrasya Sosyal Bilimler Dergisi,973,PAPER,0.1614,0.1887,0.0,6,False,0.9041,0.0,False,"Kuzu, A. (2009). Öğretmen yetiştirme ve mesleki gelişimde eylem araştırması. Uluslararası Sosyal Bilimler Dergisi, 2(6), 425-433."
