sample_index,publication_id,reference_id,match_status,match_score,matched_source,matched_title,matched_author,matched_year,matched_publisher,matched_isbn,matched_url,raw_context
1211,1375931,25646116,no_match,0.0,,,,,,,,"Bauman, Z. (2011), Wasted Lİves: Modernity and It’s Outcast. Cambridge: Polity."
1212,1375931,25646129,no_match,0.0,,,,,,,,"Kristeva, J. (2014). Korkunun Güçleri; İğrençlik Üzerine Deneme (Çev. Nilgün Tutal), 2. Baskı, İstanbul: Ayrıntı Yayınları."
1215,1351878,24680225,no_match,0.0,,,,,,,,"Doğan, E. (2012). Hitit hukuku: Belleklerdeki kayıp (1. baskı). Fam Yayınları."
1219,1354843,24799490,strong,0.867,openlibrary,"Confirmatory Factor Analysis for Applied Research, Second Edition",Timothy A. Brown,2014,,,https://openlibrary.org/works/OL20310348W,"Brown, T. A. (2006). Confirmatory factor analysis for applied research. Guilford Publications."
1226,1312206,22870852,no_match,0.0,,,,,,,,"Uysal, V. (2006). Geleneksellik-Çağdaşlık Bağlamında Türkiye’de Dindarlık ve Kadın. D.E.M. Yayınları"
1231,1241215,19723047,no_match,0.0,,,,,,,,"Janoff-Bulman R (1992) Shattered Assumptions: Towards A New Psychology of Trauma. Glencoe, IL, Free Press."
1254,1272058,21029491,no_match,0.0,,,,,,,,"Karaman, Hayrettin vd., Kur’ân Yolu Meâl ve Tefsir. Ankara: Diyanet İşleri Başkanlığı Yayınları, 2021."
1285,1302076,22460938,no_match,0.0,,,,,,,,"Reinhart, C. M. & Rogoff, K. S. (2010). Bu defa farklı: Finansal çılgınlığın 800 yıllık tarihi. NTV Yayınları."
1286,1160061,16652308,no_match,0.0,,,,,,,,"Kutlu, D. (2015) Türkiye’de Sosyal Yardım Rejiminin Oluşumu: Birikim, Denetim, Disiplin. Ankara: NotaBene Yayınları."
1298,1266556,20808850,no_match,0.0,,,,,,,,"Jensen, A. H. (1988). Geography, history, and concepts. (Translated by B. Fullerton), New York: Barnes and Noble Books."
1300,1266556,20808859,no_match,0.0,,,,,,,,"Sözer, S. (1993). Türkiye'de coğrafya eğitimi ve araştırmaları: Tarihi gelişimi ve günümüzdeki durumu. İstanbul: Türk Coğrafya Kurumu Yayınları."
1301,1266556,20808875,no_match,0.0,,,,,,,,"Tuncel, H. et al. (2010). Türkiye coğrafya biblografyası kitaplar ve makaleler. Bilecik: Bilecik Üniversitesi Yayınları."
1310,1278195,21308426,no_match,0.0,,,,,,,,"İnalcık, H. (2017). Devlet-i ‘Aliyye: Osmanlı İmparatorluğu üzerine araştırmalar-I. Türkiye İş Bankası Yayınları."
1336,1201605,17949196,no_match,0.0,,,,,,,,"Banarlı, Nihat Sami. “Başlıksız.” Eski Şiirin Rüzgârıyle içinde, 144-149. İstanbul: Yahya Kemal Enstitüsü Yayınları, 1974."
1338,1176083,16702166,no_match,0.0,,,,,,,,"33. Feltz, D. L. ve Lirgg, C. D. (2001). Self-efficacy beliefs of athletes, teams and coaches. R.N. Singer, H.A. Hausenblas ve C.M. Janelle (Eds.), Handbook of Sport Psychology içinde (s. 340-361). New York: John Wiley & Sons, Inc."
1351,1373836,25570400,no_match,0.0,,,,,,,,"Gözeler, Esra. Kur’an Ayetlerinin Tarihlendirilmesi. İstanbul: Kuramer Yayınları, 2016."
1355,1290487,21960678,strong,1.0,openlibrary,Eski Anadolu Türkçesi,Gürer Gülsevin,2004,,,https://openlibrary.org/works/OL2331765W,"Gülsevin, G.& Boz, E. (2013). Eski Anadolu Türkçesi. Gazi Kitabevi."
1356,1290487,21960680,no_match,0.0,,,,,,,,"Karaağaç, G. (2012). Türkçenin Dilbilgisi. Akçağ Yayınları."
1357,1280528,21446204,no_match,0.0,,,,,,,,"Çeşmeli, İ. (2016). İskitler. Hunlar ve Göktürklerde Din ve Sanat. İstanbul: Cinius Yayınları."
1376,1343216,24338775,no_match,0.0,,,,,,,,"(112) HACIFETTAHOĞLU, İsmail, Sakarya Şehidi Binbaşı Hüseyin Avni Bey, Atlas Yayınları, 2. Baskı, Ankara 2003."
1381,1317772,23248989,strong,0.9,openlibrary,Golun Sirri,Jenny Erpenbeck,2010,,,https://openlibrary.org/works/OL26237863W,"Erpenbeck, Jenny (2022): Gölün Sırrı. 2. (Çev: D. Zaptçıoğlu). İstanbul: Can Sanat Yayınları. (Orijinal Basım Yılı: 2007)."
1393,1283314,21617677,strong,0.925,crossref_book,Sosyal Bilimlerde Nitel Araştırma Yöntemleri,Kavut Sevgi,2024,Akademisyen Kitabevi,9786253751609,https://doi.org/10.37609/akya.3369.c8919,"Yıldırım, A. & Şimşek, H. (2011). Sosyal Bilimlerde Nitel Araştırma Yöntemleri, Ankara: Seçkin Yayıncılık"
1401,1254836,20291976,no_match,0.0,,,,,,,,"Miles, M.B., & Huberman, A.M. (1994). An expanded sourcebook: Qualitative data analysis (2nd ed.). Thousand Oaks, CA: Sage Publications."
1435,1235850,21630073,no_match,0.0,,,,,,,,"Chartrand, G. and Zhang, P. 2013. “A First Course in Graph Theory”, Dover Publications, Inc., Mineola, New York."
1443,1307588,22660302,no_match,0.0,,,,,,,,"Heidegger, M. (2017b). Düşünmek nedir? (Çev. A. Aydoğan). Aydoğan, A. (Ed.), Düşüncenin çağrısı, (İçinde s: 47-68.), Say Yayınları."
1444,1307588,22660320,no_match,0.0,,,,,,,,"Kelly, K. (2016). Büyük teknolojik dönüşüm: Geleceğimizi şekillendirecek 12 teknolojik kuvvet (Çev. Ü. Şensoy). Türk Hava Yolları Yayınları."
1445,1307588,22660335,no_match,0.0,,,,,,,,"Özlem, D. (2015). Kant üstüne yazılar Notos Kitap Yayınevi."
1449,1300450,22390377,no_match,0.0,,,,,,,,"Hugo Victor, Bir İdam Mahkumunun Son Günü, Can Yayınları, İstanbul 2014, 15."
1459,1239956,19672914,no_match,0.0,,,,,,,,8. Efrad-ı Sıhhiye ders kitabı. Mektebi Fünun-u Harbiye-i Şahane Matbaası;1910.
1474,1216629,18643428,no_match,0.0,,,,,,,,"Cunningham G., Bell, J., Clementson, T. & Redston, C. (2013). Face2Face advanced student’s book. Cambridge: Cambridge University Press."
1476,1216629,18643466,strong,1.0,crossref_book,Sosyal Bilimlerde Nitel Araştırma Yöntemleri,Kavut Sevgi,2024,Akademisyen Kitabevi,9786253751609,https://doi.org/10.37609/akya.3369.c8919,"Yıldırım, A. & Şimşek, H. (2016). Sosyal bilimlerde nitel araştırma yöntemleri. Ankara: Seçkin Yayıncılık."
1482,1172825,16568444,no_match,0.0,,,,,,,,"Brickman, P., & Campbell, D. T. (1971). Hedonic relativism and planning in the good society. Academic Press."
1488,1215335,18949304,no_match,0.0,,,,,,,,"İlhan, M. N. ve Ölmezoğlu, N. İ. (2020). İş sağlığı ve güvenliği ile ilgili temel kavramlar ve tarihsel gelişim. Özen, S. ve Tok Özen, A. (Ed.), Paramedikler için İş Sağlığı ve Güvenliği içinde (s. 12-23). Ankara: Hedef CS Basın Yayın."
1492,1367590,25343244,no_match,0.0,,,,,,,,"Çetin, Abdurrahman. Kıraatlerin Tefsire Etkisi. İstanbul: Ensar Neşriyat, 2020."
1493,1367590,25343270,no_match,0.0,,,,,,,,"Karaçam, İsmail. Kur’an’ı Kerîm’in Faziletleri ve Okunma Kaideleri. İstanbul: İFAV Yayınları, 2012."
1494,1199024,17979086,strong,0.989,openlibrary,Eski Uygurca Edgü Ögli Tigin Anyig Ögli Tigin,Kenan Azili Mehmet Mahur Tulum,2015,,,https://openlibrary.org/works/OL26235098W,"Tulum, M. M., Azılı, K. (2015). Eski Uygurca Edgü Ögli Tigin Anyıg Ögli Tigin. İstanbul: Türkiyat Doğu Kütüphanesi Yayınları."
1496,1295436,22145809,no_match,0.0,,,,,,,,"Pamir, L. (t.y.). Çağdaş piyano eğitimi. Beyaz Köşk (Müzik Sarayı) Yayınları."
1507,1245316,19883341,no_match,0.0,,,,,,,,"Boydak, M. Ve Çalışkan S. 2014. Ağaçlandırma. Tohum, Ağaç Islahı, Fidanlık, Doğaya Yakın Ormancılık, Alan Hazırlığı, Ekim, Dikim, Yarı Kurak Alanlar, Endüstriyel Ağaçlandırmalar, Karstik Alanlar ve Özel Nitelikli Ağaçlandırmalar. OGEM-Vak. Yayınları, ISBN:978-975-93943-8-7, Ankara"
1510,1270249,20938792,no_match,0.0,,,,,,,,"Alkan, Mehmet Ö., Gönüllü Sürgünden İstibdada Muhalefet, İstanbul, Yapı Kredi Yayınları, 2007."
1511,1270249,20938815,no_match,0.0,,,,,,,,"Ortaylı, İlber, “Osmanlı Devleti ve Meşrutiyet”, Tanzimat’tan Cumhuriyete Türkiye Ansiklopedisi, İstanbul, İletişim Yayınları, 1985, Cilt 4, s. 953-960."
1515,1192449,17642771,no_match,0.0,,,,,,,,"Oğuzman, M. Kemal. Miras Hukuku, 4. bs., Filiz Kitabevi, İstanbul, 1990."
1524,1371296,25478665,strong,1.0,openlibrary,Klâsik dönem Türk şiiri incelemeleri,Adnan Karaismailoğlu,2001,,,https://openlibrary.org/works/OL6008304W,"Karaismailoğlu, A. (2001). Klasik dönem Türk şiiri incelemeleri. Akçağ Yayınları."
1564,1246677,20047144,no_match,0.0,,,,,,,,"Tarı, R. (2014). Ekonometri (14. Ed.). Kocaeli: Umuttepe Yayınları."
1568,1340587,24217868,no_match,0.0,,,,,,,,"Bozkurt, N. (2004). Mezarlık. İslam Ansiklopedisi, TDV Yayınları."
1571,1343368,24344613,no_match,0.0,,,,,,,,"Charoenpakdee, S. (2014). Using animal manure to grow lettuce (Lactuca sativa L.) in a Homemade Hydroponics System. KKU Res. J, 19, 256-261."
1572,1343368,24344624,no_match,0.0,,,,,,,,"Tittonell, P. A., Grazia, J. D., & Chiesa, A. (2003). Nitrate and dry matter concentration in a leafy lettuce (Lactuca sativa L.) cultivar as affected by N fertilization and plant population."
1578,1291021,22919051,no_match,0.0,,,,,,,,"Northouse, P. G. (2021). Leadership: Theory and practice. Sage publications."
1580,1319174,23333570,no_match,0.0,,,,,,,,"Gürses, Serdar Murat. Abdullah İbn Ömer’in Ayet ve Hadisleri Anlama ve Yorumlama Yöntemi. İstanbul: Kitabi Yayınevi, 2023."
1600,1263984,20904097,no_match,0.0,,,,,,,,"Yazıcıoğlu, Y. ve Erdoğan, S. (2004). Spss uygulamalı bilimsel araştırma yöntemleri (4. Baskı). Ankara: Detay Yayıncılık."
1614,1279681,21396907,no_match,0.0,,,,,,,,"Elmas, Ç.(2003). Bulanık Mantık Denetleyiciler, Seçkin Yayıncılık, Ankara."
1615,1279681,21396936,strong,0.867,openlibrary,Analitik Hiyerarsi Prosesi,Mehpare Timor,2016,,,https://openlibrary.org/works/OL26167921W,"Timor, M.(2011). Analitik Hiyerarşi Prosesi, Türkmen Kitabevi, İstanbul."
1623,1361489,25081117,no_match,0.0,,,,,,,,"Keyder, Çağlar. Türkiye’de Devlet ve Sınıflar. B. 23. İletişim Yayınları. İstanbul. 2022."
1625,1361489,25081146,no_match,0.0,,,,,,,,"Stalin, Joseph. Son Yazılar 1950-1953. 3. Baskı. Eriş Yayınları. (Basım yeri belli değil). 2005."
1638,1220631,19208505,no_match,0.0,,,,,,,,"Grolimund, Pascal & Loacker, Leander D. & Schnyder, Anton K. (Editörler) (2023) Basler Kommentar Versi- cherungsvertragsgesetz, Basel, 2. Baskı, Helbing Lich- tenhahn Verlag (BSK VVG-Bearbeiter)."
1661,1334638,24006424,no_match,0.0,,,,,,,,"Altunışık, R. (2022). Örnekleme ve örnekleme süreci. Altunışık, R., Boz, H., Gegez, E., Koç, E., Sığrı, Ü., Yıldız, E. ve Yüksel, A. (Eds.) İçinde Sosyal bilimlerde araştırma yöntemleri: Yeni perspektifler (ss.129-184), Ankara: Seçkin Yayıncılık"
1668,1352357,24700700,no_match,0.0,,,,,,,,"Reisoğlu, Seza: Vadeli Teminat Mektuplarından Ötürü Bankala- rın Sorumlu Tutulabilecekleri Süre, Prof. Dr. Osman Fazıl Berki’ye Armağan, Aühf Yayınları, No. 411, Ankara 1977."
1671,1369716,25419804,no_match,0.0,,,,,,,,"Yücel, B., Akdemir, A., Küey, A. G., Maner, F., & Vardar, E. (2013). Yeme bozuklukları ve obezite tanı ve tedavi kitabı. Ankara: Türkiye Psikiyatri Derneği Yayınları."
1694,1354356,24778927,no_match,0.0,,,,,,,,Türk Dil Kurumu. (1982). Türkiye’de Halk Ağzından Derleme Sözlüğü 12. hzl. Ö. A. Aksoy vd. Ankara: Türk Dil Kurumu Yayınları.
1706,1157805,15899272,no_match,0.0,,,,,,,,"DIEHL, Charles, Bizans İmparatorluğu Tarihi, çev. Cevdet R. Yularkıran, Kanaat Kitabevi, İstanbul 1939."
1707,1157805,15899296,no_match,0.0,,,,,,,,"McEVEDY, Colin, Ortaçağ Tarih Atlası, çev. Ayşen Anadol, Sabancı Üniversitesi Yayınları, İstanbul 2004."
1716,1329571,23790736,no_match,0.0,,,,,,,,"İkbal, Muhammed. İslâm’da Dini Düşüncenin Yeniden Doğuşu. çev. N. Ahmet Asrar. İstanbul: Birleşik Yayınları, ty."
1734,1263967,21109445,no_match,0.0,,,,,,,,"Aydın Mehmet. “İnsân-ı Kâmil”. TDV İslâm Ansiklopedisi. 22/330-331. TDV Yayınları, 2000."
1736,1263967,21109471,no_match,0.0,,,,,,,,"al-Hud̲j̲wīrī, Alī b. Uthmān. Hakikat Bilgisi: Keşfu’l-Mahcûb. ed. Süleyman Uludağ, Dergâh Yayınları, 2018."
1739,1268573,20852304,no_match,0.0,,,,,,,,"Başaran, İ.E. (1993). Eğitim Yönetimi. (3.baskı). Kadıoğlu Matbaası."
1763,1375683,25637070,no_match,0.0,,,,,,,,"SAID, E. (1978). Orientalism. New York: Pantheon Books."
1767,1312037,23435367,no_match,0.0,,,,,,,,"MERCAN Evren (2022). Modern Harp Gemileri 1850’den Günümüze, Kronik Yayınları, İstanbul."
1773,1182032,16985855,no_match,0.0,,,,,,,,"Argunşah, M. ve Güner, G. (2015). Codex Cumanicus. İstanbul: Kesit Yayınları."
1780,1327696,23703580,no_match,0.0,,,,,,,,"Abacı, Harun. Kur’ân’ın Mâtürîdî Yorumu. Ankara: Fecr Yayınları, 2020."
1782,1327696,23703621,no_match,0.0,,,,,,,,"Karadaş, Cağfer. “Eş’ârî Kelam Okulu”, Kelâm El Kitabı, ed. Şaban Ali Düzgün (Ankara: Grafiker Yayınları, 2022), 111-133."
1794,1298332,22580391,no_match,0.0,,,,,,,,"Gazâlî, Ebû Hâmid Muhammed b. Muhammed b. Muhammed b. Ahmed. el-Münkizu mine’d- Dalâl. Beyrut: Daru’l-Kütübi’l-İlmiyye, 2011."
1797,1298332,22580432,no_match,0.0,,,,,,,,"Üdfüvî, Kemâlüddin b. Cafer Sa’leb eş-Şâfiî. et-Tâli‘üs-Sa‘îd el-Câmi‘u li Esmâi Nücebâi’s-Sa‘îd. thk. Sa’d Muhammed Hasan. Kahire: ed-Daru’l-Mısriyye li’t-Telîfi ve’t- Tercüme, 1966."
1798,1179120,16821807,no_match,0.0,,,,,,,,"Şeker, M. (1997). Fetihlerele Anadolunun Türkleşmesi ve İslamlaşması. Diyanet İşleri Başkanlığı Yayınları."
1802,1264141,20669945,strong,1.0,openlibrary,Time and Narrative (Time & Narrative),Paul Ricœur,1985,,,https://openlibrary.org/works/OL8018160W,"Ricoeur, P. (2012). Time and narrative: volume I (K. McLaughlin & D. Pellauer, Trans.; 1st edition). The University of Chicago Press."
1806,1356472,24894918,no_match,0.0,,,,,,,,"Talmy, Leonard (1985). Lexicalization Patterns: Semantic Structure in Lexical Forms. T.Shopen (Ed.). Language Typology and Syntactic Description, 3 (99), (s. 36-149). Cambridge: Cambridge Univer- sity Press."
1810,1208585,18329636,no_match,0.0,,,,,,,,"Aktaş, A. (2002). Turizm İşletmeciliği ve Yönetimi. Antalya: Azim Matbaa Fatih Ofset."
1811,1208585,18329645,no_match,0.0,,,,,,,,"Burkart, A. J. ve Medlik, S. (1981). Tourism: Past, Present and Future. London: Heinmann Press."
1829,1379508,25749428,no_match,0.0,,,,,,,,"İbn Manzur, C. M. b. M. (1955). S-l-f. In Lisânü’l-ʿArab (Vol. 9, p. 158). Daru Sâdir."
1834,1229003,21599728,no_match,0.0,,,,,,,,"Demirtaş, B. K. (2022). Sahada Laboratuvar Deneyleri. Ahmet Arif Eren & Emre Günerşer Bozdağ (Ed.), Dünden Bugüne İktisadi ve Finansal Konular Üzerine Tartışmalar içinde (ss. 3-14). Ankara: Gazi Kitabevi."
1856,1285841,21766701,no_match,0.0,,,,,,,,"Oktay Belli (İstanbul: İstanbul Üniversitesi Yayınları, 2000): 342-344."
1862,1321603,23452063,no_match,0.0,,,,,,,,"AAOIFI. Faizsiz Finans Standartları. İstanbul: TKBB Yayınları, 2024."
1870,1302306,23397233,possible,0.774,openlibrary,Hadîs tarihi,Talât Koçyiğit,1977,,,https://openlibrary.org/works/OL43491615W,"Koçyiğit, T. (2011). Hadis Tarihi, Ankara: Türkiye Diyanet Vakfı Yayınları."
1874,1206963,18241150,strong,1.0,openlibrary,"Geçmişten günümüze Orta Doğu siyaset, savaş ve diplomasi",Tayyar Arı,2004,,,https://openlibrary.org/works/OL24197990W,"Arı, T. (2008). Geçmişten Günümüze Orta Doğu Siyaset, savaş ve Diplomasi. Mkm Yayıncılık."
1889,1259642,20708625,no_match,0.0,,,,,,,,"Hollingswort, M.(2009). Dünya Sanat Tarihi, çev. Rengin Küçükerdoğan ve Banu Ergüder, İstanbul: İnkîlap Kitabevi."
1897,1362104,25104246,possible,0.8,openlibrary,Studyguide for Qualitative Inquiry and Research Design,"Cram101 Textbook Reviews Staff,John W. Creswell",2013,,,https://openlibrary.org/works/OL38084473W,"Creswell, J. W. (2007). Qualitative Inquiry & Research Design: Choosing Among Five Approaches. Sage Publications."
1942,1155457,16167484,strong,1.0,openlibrary,Demokrasi Teorisine Geri Donus,Giovanni Sartori,2014,,,https://openlibrary.org/works/OL26237756W,"Sartori, G. (1996). Demokrasi teorisine geri dönüş. (Birinci Baskı). Ankara: Yetkin Yayınları."
1951,1307859,22672021,strong,1.0,openlibrary,"Enquiring teachers, enquiring learners",Catherine Twomey Fosnot,1989,,,https://openlibrary.org/works/OL4781180W,"Fosnot, C. (1989). Enquiring Teachers, Enquiring Learners: A Constructivist Approach for Teaching. New York: Teachers College Press."
1962,1328080,23724051,no_match,0.0,,,,,,,,"ATALAY, O. (2024). Türk’e Tapmak. İstanbul: İletişim Yayınları."
1963,1328080,23724054,strong,1.0,openlibrary,Gün doğmadan,Sezai Karakoç,2006,,,https://openlibrary.org/works/OL39804344W,"KARAKOÇ, S. (2004). Gün Doğmadan. İstanbul: Diriliş Yayınları."
1978,1247339,21556591,strong,1.0,openlibrary,Erdemli Yol,Ragip El-Isfahani,2009,,,https://openlibrary.org/works/OL33455164W,"İsfahânî, Ebu’l-Kâsım er-Râgıb. Erdemli Yol. çev. Muharrem Tan. İstanbul: İz Yayıncılık, 2019."
2005,1294786,22335891,no_match,0.0,,,,,,,,"İbn Ḥacer, Aḥmed b. ’Ali b. Muḥammed el-Asḳalânî, el-Kâfi’ş-şâf fî taḫrîci eḥâdîs̱i’l-Keşşâf. thk. Muḥibbuddîn Efendi. Beyrut: Dâru iḥyâi’t-turâs̱i’l-‘Arabî, 1418/1997."
2006,1294786,22335894,no_match,0.0,,,,,,,,"İzutsu, Toshihiko. Kur’an’da Dinî ve Ahlâkî Kavramlar, çev. Selâhattin Ayaz. İstanbul: Pınar Yayınları, 2013."
2007,1294786,22335927,no_match,0.0,,,,,,,,"Serdar, Murat vd. (ed.). Kur’ân Meâlleri -Sorunlar Çözüm Önerileri- Uluslararası Tartışmalı İlmî Toplantı. 3 Cilt. Konya: Kitap Dünyası, 2023."
2031,1216870,19014903,no_match,0.0,,,,,,,,"Çınar, T., Çiner, C.U. and Zengin, O. (2009). Büyükşehir yönetimi, bütünleşme süreci. Ankara: TODAİE Yayınları"
2048,1218566,19096859,no_match,0.0,,,,,,,,"Marx K. H.-Engels, (2003), Friedrich, Komünist Partisi Manifestosu, (Çev. Cenap Karakaya), 2. Baskı, Sosyal Yayınları, İstanbul."
2051,1315932,23140968,no_match,0.0,,,,,,,,"Özey, R. (2010) Dünya ve Türkiye ölçeğinde siyasi coğrafya (7. Baskı). İstanbul: Aktif yayıncılık."
2056,1284591,23039644,no_match,0.0,,,,,,,,"Diani, M. (2012). Charles Tilly’nin İdenties, Boundaires, and Social Ties adlı Çalışmasındaki İlişkisel Unsur (E. Göker ve G. Çeğin Der.), (Ö. Küçük Çev.), Tözcülüğün Tasfiyesi (1. Baskı, s. 245-256) içinde, Notabane Yayınları."
2057,1284591,23039654,no_match,0.0,,,,,,,,"Ives, P. (2011), Gramsci’de Dil ve Hegemonya (1.Baskı). Kalkedon Yayınları."
2058,1284591,23039675,no_match,0.0,,,,,,,,"Üstel, F. (2014). Makbul Vatandaşın Peşinde (5. Baskı). İletişim Yayınları."
2084,1341580,24269172,no_match,0.0,,,,,,,,"Apaydın, Hacı Yunus. “Şahit”. Türkiye Diyanet Vakfı İslam Ansiklopedisi. 38/278-283. İstanbul: TDV Yayınları, 2010."
2146,1348681,24556692,no_match,0.0,,,,,,,,Fisher BAJ. Techniques of Crime Scene Investigation. 7th ed. Boca Raton: CRC Press; 2004.
2149,1324986,23595230,strong,0.973,openlibrary,Masalin Bicimbilimi,Vladimir Propp,2015,,,https://openlibrary.org/works/OL26408889W,"Propp, V. (1985). Masalın Biçimbilimi. (M. Rıfat ve S. Rıfat, Çev.) Kent Basımevi."
2207,1195095,17974874,no_match,0.0,,,,,,,,"Aksoy, Pınar Çağlayan. Akıllı Sözleşmelerin Kuruluşu ve Geçerlilik Şartları. İstanbul: On iki Levha Yayıncılık, 2. Basım, 2021."
2211,1321608,23452469,no_match,0.0,,,,,,,,"İbn Kudâme, Abdullâh b. Ahmed el-Makdisî. el-Muğnî. Beyrut: Dâru’l-Fikr, 1405."
2213,1321608,23452481,no_match,0.0,,,,,,,,"Mergînânî, Ebü’l-Hasen Burhânüddîn Alî b. Ebî Bekr b. Abdilcelîl el-Fergânî. el-Hidâye şerh-i Bidâyetü’l-mübtedî. thk. Muhammed Adnân Dervîş. Beyrut: Dâru’l-Erkâm Bin Ebî’l-Erkâm, ts."
2218,1191721,17424849,no_match,0.0,,,,,,,,"GÖKBİLGİN, M. Tayyip (1994), “Edirne”, TDV İslâm Ansiklopedisi, 10, Türkiye Diyanet Vakfı Yayınları, İstanbul, 425- 431."
2233,1185911,17197617,strong,1.0,openlibrary,The Study of Second Language Acquisition,Rod Ellis,2008,,,https://openlibrary.org/works/OL20828370W,"Ellis, R. (1994). The study of second language acquisition. Oxford University Press."
2236,1212377,18489885,no_match,0.0,,,,,,,,"Bedük MN, Deniz İş Sözleşmesi (Ekin Yayınevi 2012)"
2240,1275030,21174819,no_match,0.0,,,,,,,,"Searle, P. (1995). Teaching the senior physics topic of force and motion using conceptual change approaches. In B. Hand, ve V. Prain (Eds.), Teaching and learning in science. The constructivist classroom (pp. 170-192). Harcourt Brace"
2256,1260310,20639620,no_match,0.0,,,,,,,,"Karpat K, Kısa Türkiye Tarihi 1800- 2012, (bs. 10 Timaş Yayınları, İstanbul, 2020)."
2286,1194226,17714208,strong,1.0,openlibrary,Ag Toplumu,Jan Van Dijk,2016,,,https://openlibrary.org/works/OL26232168W,"Van Dijk, Jan. Ağ Toplumu. İstanbul: Kafka Yayınları, 2018."
2288,1249502,20220404,no_match,0.0,,,,,,,,"Şenel (1995) Alâeddin, İlkel Topluluktan Uygar Topluma, Bilim ve Sanat Yayınları."
