sample_index,publication_id,reference_id,reference_order,source_doi,datacite_status,datacite_doi,datacite_title,datacite_publisher,datacite_year,datacite_type,datacite_url,confidence,title_coverage,title_similarity,title_token_count,author_coverage,year_match,request_key,query_source,query,context
148,1176987,16735765,31,,no_match,,,,,,,,,,,,,search:ergol eroglu taskin approach woman labor oral nutrition nurs sci 2012 rathfish labor beji editor woman health diseases 1st istanbul nobel medicine bookstore 2015 312,context,ergol eroglu taskin approach woman labor oral nutrition nurs sci 2012 rathfish labor beji editor woman health diseases 1st istanbul nobel medicine bookstore 2015 312,"31. Ergöl S, Eroglu K, Taskın L. Approach to the Woman in Labor: Oral nutrition. J Nurs Sci. 2012; 4(1): 23-9. 32. Rathfish G. Labor. In: Beji NK, editor. Woman’s Health and Diseases. 1st ed. İstanbul: Nobel Medicine Bookstore; 2015: 312-4."
151,1255181,20305587,45,,no_match,,,,,,,,,,,,,search:neill wilson purushothaman stupnytska 2005 how solid are brics goldman sachs global economics 134,context,neill wilson purushothaman stupnytska 2005 how solid are brics goldman sachs global economics 134,"O’Neill, J., Wilson, D., Purushothaman, R., & Stupnytska, A. (2005). How Solid Are the BRICs? (Goldman Sachs Global Economics 134). https://www.goldmansachs.com/intelligence/archive/how-solid.html"
155,1292878,22053278,21,,no_match,,,,,,,,,,,,,search:colak saglam laparoskopik sleeve gastrektomi operasyonunun kisa donemde besin alimi biyokimyasal kan parametreleri antropometrik olcumlere etkisinin degerlendirilmesi acibadem universitesi saglik bilimleri derg 2021 291,context,colak saglam laparoskopik sleeve gastrektomi operasyonunun kisa donemde besin alimi biyokimyasal kan parametreleri antropometrik olcumlere etkisinin degerlendirilmesi acibadem universitesi saglik bilimleri derg 2021 291,"Çolak GA, Sağlam D. Laparoskopik sleeve gastrektomi operasyonunun kısa dönemde besin alımı, biyokimyasal kan parametreleri ve antropometrik ölçümlere etkisinin değerlendirilmesi. Acıbadem Üniversitesi Sağlık Bilimleri Derg. 2021; 12(2): 291-5."
160,1250882,20119064,18,,no_match,,,,,,,,,,,,,search:cicek avderen 2013 saglik turizmi acisindan anadolu bolgesi ndeki kaplica termal tesislerin mevcut yapisinin potansiyelinin belirlenmesine yonelik arastirma karamanoglu mehmetbey universitesi sosyal ekonomik arastirmalar,context,cicek avderen 2013 saglik turizmi acisindan anadolu bolgesi ndeki kaplica termal tesislerin mevcut yapisinin potansiyelinin belirlenmesine yonelik arastirma karamanoglu mehmetbey universitesi sosyal ekonomik arastirmalar,"Çiçek, R. ve Avderen, S. (2013). Sağlık Turizmi Açısından İç Anadolu Bölgesi’ndeki Kaplıca ve Termal Tesislerin Mevcut Yapısının ve Potansiyelinin Belirlenmesine Yönelik Bir Araştırma, Karamanoğlu Mehmetbey Üniversitesi Sosyal ve Ekonomik Araştırmalar Dergisi, (2): 25-35."
165,1226924,19075610,40,,no_match,,,,,,,,,,,,,search:insel sungur 2003 sermaye akimlarinin temel makroekonomik gostergeler uzerindeki etkileri turkiye ornegi 1989 iii 1999 discussion paper 2003 turkiye ekonomi kurumu,context,insel sungur 2003 sermaye akimlarinin temel makroekonomik gostergeler uzerindeki etkileri turkiye ornegi 1989 iii 1999 discussion paper 2003 turkiye ekonomi kurumu,"İnsel, A., and Sungur, N. (2003). Sermaye Akımlarının Temel Makroekonomik Göstergeler Üzerindeki Etkileri: Türkiye Örneği-1989: III-1999: IV (Discussion Paper No. 2003/8). Türkiye Ekonomi Kurumu. https://core.ac.uk/download/pdf/6379575.pdf"
166,1195235,17617663,25,,no_match,,,,,,,,,,,,,search:kuzu 2020 evaluation english preparatory program through context input process product cipp model unpublished master thesis cukurova university,context,kuzu 2020 evaluation english preparatory program through context input process product cipp model unpublished master thesis cukurova university,"Kuzu, E. (2020). Evaluation of an English preparatory program through the context, input, process, and product (CIPP) model [Unpublished master’s thesis]. Cukurova University."
167,1195235,17617683,45,,no_match,10.5281/zenodo.21623435,Cultural Diversity and Social Inclusion: Challenges and Opportunities,Journal of Scholastic Engineering Science and Management (JSESM),2026,JournalArticle,https://zenodo.org/doi/10.5281/zenodo.21623435,0.0672,0.0,0.3361,6,0.0,False,search:university winnipeg 2021 global english education policy,context,university winnipeg 2021 global english education policy,The University of Winnipeg (2021). Global English Education Policy. https://www.uwinnipeg.ca/global-english-education/countries-in-which-english-is-mandatory-or-optional-subject.html
169,1336550,24083190,39,,no_match,,,,,,,,,,,,,search:gurlek 2010 yatili ilkogretim bolge okullarindaki yoneticilerin ogretmenlerin diger calisanlarin sinerjik yonetime iliskin gorusleri yuksek lisans tezi gaziosmanpasa universitesi eskisehir,context,gurlek 2010 yatili ilkogretim bolge okullarindaki yoneticilerin ogretmenlerin diger calisanlarin sinerjik yonetime iliskin gorusleri yuksek lisans tezi gaziosmanpasa universitesi eskisehir,"Gürlek, Y. (2010). Yatılı ilköğretim bölge okullarındaki yöneticilerin, öğretmenlerin ve diğer çalışanların sinerjik yönetime ilişkin görüşleri (Yüksek Lisans Tezi). Gaziosmanpaşa Üniversitesi, Eskişehir."
172,1331554,23880739,31,,no_match,,,,,,,,,,,,,search:razi fahreddin mefatihu gayb beyrut ihyai turasi arabi 1420,context,razi fahreddin mefatihu gayb beyrut ihyai turasi arabi 1420,"Râzî, Fahreddin. Mefâtihu’l-gayb. Beyrut: İhyâi’t-Türâsi’l-Arabî, 1420."
173,1331554,23880740,32,,no_match,,,,,,,,,,,,,search:seffarini ebu avn semseddin muhammed ahmed levami envari behiyye dimesk muessesetu hafikin 1402 1982,context,seffarini ebu avn semseddin muhammed ahmed levami envari behiyye dimesk muessesetu hafikin 1402 1982,"Seffârînî, Ebü’l-Avn Şemseddin Muhammed b. Ahmed. Levâmiʿu’l-envâri’l-behiyye. Dımeşk: Müessesetü’l-Hâfikin, 1402/1982."
175,1360498,25051534,62,,no_match,,,,,,,,,,,,,search:url erisim 2025,context,url erisim 2025,Url-26 Erişim [08.01.2025] https://www.architonic.com/fr/project/kontur-ctrl-n-breaking-thesurface/5102645
178,1293326,22069182,23,,no_match,,,,,,,,,,,,,search:yildirim 2000 akademik basarinin yordayicisi olarak yalnizlik sinav kaygisi sosyal destek hacettepe universitesi egitim fakultesi 167 176,context,yildirim 2000 akademik basarinin yordayicisi olarak yalnizlik sinav kaygisi sosyal destek hacettepe universitesi egitim fakultesi 167 176,"Yıldırım, İ. (2000). Akademik başarının yordayıcısı olarak yalnızlık, sınav kaygısı ve sosyal destek. Hacettepe Üniversitesi Eğitim Fakültesi Dergisi, 18(18). 167-176."
179,1385960,26726630,19,,no_match,,,,,,,,,,,,,search:physical activities during pregnancy type delivery nulliparae 2016 eur sport sci,tei,physical activities during pregnancy type delivery nulliparae 2016 eur sport sci,"20. Feng YH, Zhan YL, Lyu Y, Wu SS, Wang YW, Cai SY, et al. Associations between physical activities and gestational diabetes mellitus in the first trimester of pregnancy. Zhonghua Liu Xing Bing Xue Za Zhi 2020;41:829— 33. [Article in Chinese]"
183,1273200,21078409,12,,no_match,,,,,,,,,,,,,search:cakirogullari 2006 izmit korfezi nde sediment mezgit gadus merlangus 1758 istavrit trachurus mediterraneus 1868 baliklarinda poliklorlu bifeniller ddt nin saptanmasi ankara universitesi fen bilimleri enstitusu urunleri anabilim dali ankara turkiye 457s,context,cakirogullari 2006 izmit korfezi nde sediment mezgit gadus merlangus 1758 istavrit trachurus mediterraneus 1868 baliklarinda poliklorlu bifeniller ddt nin saptanmasi ankara universitesi fen bilimleri enstitusu urunleri anabilim dali ankara turkiye 457s,"Cakıroğulları, G.Ç. (2006). İzmit Körfezi’nde Su, Sediment, Mezgit (Gadus Merlangus L.1758) ve İstavrit (Trachurus Mediterraneus S.1868) Balıklarında Poliklorlu Bifeniller İle DDT’nin Saptanması. Ankara Üniversitesi Fen Bilimleri Enstitüsü Su Ürünleri Anabilim Dalı. Ankara, Türkiye, 457s."
188,1228598,19469154,38,,no_match,,,,,,,,,,,,,search:sayeed fish biodiversity chalan beel natural depression north west bangladesh phd thesis department fisheries biology genet ics bangladesh agricultural university mymens ingh 2010,context,sayeed fish biodiversity chalan beel natural depression north west bangladesh phd thesis department fisheries biology genet ics bangladesh agricultural university mymens ingh 2010,"[38] M. A. Sayeed, “Fish biodiversity in the Chalan Beel a natural depression in North West Bangladesh,” PhD Thesis, Department of Fisheries Biology and Genet- ics, Bangladesh Agricultural University, Mymens- ingh, Article 64, 2010."
194,1264243,23208885,216,,no_match,,,,,,,,,,,,,search:siddique bhakuni misra gupta darokar 2017 new triglycerides antimicrobial extracts nepeta hindostana weed,context,siddique bhakuni misra gupta darokar 2017 new triglycerides antimicrobial extracts nepeta hindostana weed,"Siddique, A. A., Bhakuni, R. S., Misra, L., Gupta, P. and Darokar, M. P. 2017. New triglycerides from antimicrobial extracts of Nepeta hindostana weed."
197,1198158,17880329,16,,no_match,,,,,,,,,,,,,search:korkmaz cevik 2009 zimni volatilite endeksinden gelismekte olan piyasalara yonelik volatilite yayilma etkisi bddk bankacilik finansal piyasalar 105,context,korkmaz cevik 2009 zimni volatilite endeksinden gelismekte olan piyasalara yonelik volatilite yayilma etkisi bddk bankacilik finansal piyasalar 105,"Korkmaz, T., & Çevik, E. İ. (2009). Zımni volatilite endeksinden gelişmekte olan piyasalara yönelik volatilite yayılma etkisi. BDDK Bankacılık ve Finansal Piyasalar Dergisi, 3(2), 87-105."
198,1329123,23768334,43,,no_match,,,,,,,,,,,,,search:kowski kotarski 2015 cultural capital young intelligentsia central eastern europe kotarski pragmatics social cultural capital wydawnictwo uniwersytetu rzeszowskiego,context,kowski kotarski 2015 cultural capital young intelligentsia central eastern europe kotarski pragmatics social cultural capital wydawnictwo uniwersytetu rzeszowskiego,"Gałkowski, J. P., & Kotarski, H. (2015). Cultural capital of the young intelligentsia of Central and Eastern Europe. In H. Kotarski (Ed.), Pragmatics of social and cultural capital (pp: 11-23). Wydawnictwo Uniwersytetu Rzeszowskiego."
201,1189906,17315952,24,,no_match,,,,,,,,,,,,,search:ocak gurbuz gunduz 2006 egitim fakultesini yeni kazanan ogretmen adaylarinin ogretmenlik meslegine giris dersini almadan once aldiktan sonra ogretmenlik meslegi hakkindaki metaforlarinin karsilastirilmasi afyon kocatepe universitesi sosyal bilimler 293 311,context,ocak gurbuz gunduz 2006 egitim fakultesini yeni kazanan ogretmen adaylarinin ogretmenlik meslegine giris dersini almadan once aldiktan sonra ogretmenlik meslegi hakkindaki metaforlarinin karsilastirilmasi afyon kocatepe universitesi sosyal bilimler 293 311,"Ocak, Gürbüz & Gündüz, M.(2006). Eğitim fakültesini yeni kazanan öğretmen adaylarının öğretmenlik mesleğine giriş dersini almadan önce ve aldıktan sonra öğretmenlik mesleği hakkındaki metaforlarının karşılaştırılması, Afyon Kocatepe Üniversitesi Sosyal Bilimler Dergisi, 8(2), 293-311."
208,1213959,18546295,15,,no_match,,,,,,,,,,,,,search:perry potter 2011 klinik uygulama becerileri yontemleri arteriyel kan basincinin degerlendirilmesi asti karadag acaroglu adana nobel tip kitabevi,context,perry potter 2011 klinik uygulama becerileri yontemleri arteriyel kan basincinin degerlendirilmesi asti karadag acaroglu adana nobel tip kitabevi,"Perry, A. G., Potter, P. A. (2011). Klinik uygulama becerileri ve yöntemleri, arteriyel kan basıncının değerlendirilmesi T.A. Aştı,A. Karadağ ve R. Acaroğlu (Ed). Adana: Nobel Tıp Kitabevi."
211,1292063,22020643,25,,no_match,,,,,,,,,,,,,search:karpat 2010 osmanli nufusu 1830 1914 tirnakci cev istanbul timas yayinlari,context,karpat 2010 osmanli nufusu 1830 1914 tirnakci cev istanbul timas yayinlari,"Karpat, K. H. (2010). Osmanlı Nüfusu 1830-1914. (B. Tırnakçı, Çev.) İstanbul: Timaş Yayınları."
213,1292063,22020660,42,,no_match,,,,,,,,,,,,,search:salvini 2006 urartu tarihi kulturu aksoy cev istanbul arkeoloji sanat yayinlari,context,salvini 2006 urartu tarihi kulturu aksoy cev istanbul arkeoloji sanat yayinlari,"Salvini, M. (2006). Urartu Tarihi ve Kültürü. (B. Aksoy, Çev.) İstanbul: Arkeoloji ve Sanat Yayınları."
214,1292063,22020669,51,,no_match,,,,,,,,,,,,,search:turkiye cumhuriyeti basbakanlik istatistik genel direktorlugu 1937 ilktesrin ekim 1935 genel nufus sayimi cilt nesriyat ankara,context,turkiye cumhuriyeti basbakanlik istatistik genel direktorlugu 1937 ilktesrin ekim 1935 genel nufus sayimi cilt nesriyat ankara,"Türkiye Cumhuriyeti Başbakanlık İstatistik Genel Direktörlüğü. (1937). 20 İlkteşrîn (Ekim) 1935 Genel Nüfus Sayımı, Cilt:60, Neşriyat No:75. Ankara."
219,1276601,21392458,9,,no_match,,,,,,,,,,,,,search:kocak 2004b afyon bolvadin yuzey arastirmalari 2002 neolitik cagdan ilk tunc cagina kadar arastirma sonuclari toplantisi cilt 173 184,context,kocak 2004b afyon bolvadin yuzey arastirmalari 2002 neolitik cagdan ilk tunc cagina kadar arastirma sonuclari toplantisi cilt 173 184,"Koçak, Ö. (2004b). “Afyon-Bolvadin Yüzey Araştırmaları 2002 (Neolitik Çağdan İlk Tunç Çağına Kadar)”, Araştırma Sonuçları Toplantısı-21, cilt.1, 173-184."
220,1276601,21392466,17,,no_match,,,,,,,,,,,,,search:lloyd mellaart 1965 beycesultan middle bronze age architecture pottery vol london,context,lloyd mellaart 1965 beycesultan middle bronze age architecture pottery vol london,"Lloyd, S. & J. Mellaart. (1965). Beycesultan, Middle Bronze Age Architecture and Pottery. Vol.II. London."
221,1247341,19961042,17,,no_match,,,,,,,,,,,,,search:demiri kemaluddin hayatu hayevan kubra kum mensuratu razi 1985,context,demiri kemaluddin hayatu hayevan kubra kum mensuratu razi 1985,"Demîrî, Kemâlüddîn. Hayâtü’l-Hayevân el-Kübrâ. Kum: Menşûratu’r-Râzî, 1985."
222,1247341,19961051,26,,no_match,,,,,,,,,,,,,search:ibn nedim muhammed ishak fihrist beyrut daru maarif,context,ibn nedim muhammed ishak fihrist beyrut daru maarif,"İbn Nedim, Muhammed b. İshâk. el-Fihrist. Beyrut: Dâru’l-Maarif, t.y."
225,1268679,20858211,58,,no_match,,,,,,,,,,,,,search:sirin 2011 ilkogretim okullarindaki ogretmenlerin okul kulturu algilari orgutsel sinizm tutumlari arasindaki iliski tez 288146 yuksek lisans tezi yeditepe universitesi yuksekogretim kurulu ulusal tez merkezi,context,sirin 2011 ilkogretim okullarindaki ogretmenlerin okul kulturu algilari orgutsel sinizm tutumlari arasindaki iliski tez 288146 yuksek lisans tezi yeditepe universitesi yuksekogretim kurulu ulusal tez merkezi,"Şirin, E. (2011). İlköğretim okullarındaki öğretmenlerin okul kültürü algıları ile örgütsel sinizm tutumları arasındaki ilişki. (Tez No. 288146) [Yüksek lisans tezi, Yeditepe Üniversitesi]. Yükseköğretim Kurulu Ulusal Tez Merkezi."
232,1368470,25976638,16,,no_match,,,,,,,,,,,,,search:gorcelioglu 2003 sel cig kontrolu orman fakultesi yayinlari 4415 473 384,context,gorcelioglu 2003 sel cig kontrolu orman fakultesi yayinlari 4415 473 384,"Görcelioğlu, E. (2003). Sel ve çığ kontrolü. İÜ Orman Fakültesi Yayınları, (4415/473,384)."
